key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,pubmed_id,pmc_id
rayyan-330137827,Influence of anthropogenic pressure on the genetic diversity and chromosomal instability of an endangered forest-specialist anuran,2022,,,Hydrobiologia,,849,11,2463-2475,"Getelina, M.A. and Schwantes, J.B. and Graichen, D.A.S. and Schuch, A.P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126144170&doi=10.1007%2fs10750-022-04840-w&partnerID=40&md5=c0d687c2b464dad6595f893ec31fa3fc,,,,"Deforestation leads to changes in the landscape, which can isolate and decrease the size of populations affecting their structure and genetic variability. Additionally, it can increase the frequency of chromosomal damage due to exposure to genotoxic agents present in the environment. Among vertebrates, amphibians are the most threatened taxonomic group, especially forest-specialist species. Our work aimed to assess the impact of deforestation on landscape, as well as in the genetic diversity and genomic instability of populations of the amphibian species Crossodactylus schmidti Gallardo, 1961, which is restricted to well-preserved stream environments in the Atlantic rainforest in southern Brazil. Sampling of oral mucosa cells was carried out in four different forest areas. We analyzed a total of 200 sequences of two mitochondrial (COI and 16S) and one nuclear gene (Tyrosinase), as well as 1000 oral mucosa cells per individual through cytogenetic analyses. Our results clearly indicate that all forest areas analyzed in this work are important for the genetic diversity and maintenance of these populations in the landscape, regardless of size. However, the largest area has the major role as disperser of genetic diversity, highlighting the importance of conservation units and large forest areas for the persistence of endangered forest-specialist amphibian species. © 2022, The Author(s), under exclusive licence to Springer Nature Switzerland AG.","Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Deforestation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Crossodactylus schmidti",,
rayyan-330137859,Key management rules for agricultural alpine newt breeding ponds based on habitat suitability models,2020,,,Global Ecology and Conservation,,23,,,"De Troyer, N. and Eurie Forio, M.A. and Roels, K. and De Meester, L. and Lemmens, P. and Declerck, S.A.J. and Martens, K. and Goethals, P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084387662&doi=10.1016%2fj.gecco.2020.e01086&partnerID=40&md5=c104766498a68ec315e66571c8997389,,,,"The alpine newt, Ichthyosaura alpestris, is very sensitive to habitat destruction and alteration which has led to declining populations across Europe. As this species is protected through the Bern Convention, it is essential to have a comprehensive understanding of its habitat requirements to ensure proper conservation measures. We trained, validated and optimized classification tree models based on data on local aquatic habitat conditions from 125 farmland ponds scattered over Belgium and Luxembourg where the alpine newt commonly occurs. To obtain user-friendly and representative models, data was pre-processed and stratified after which different degrees of pruning were applied for model optimization. In order to check the model's applicability for management, we predicted alpine newt occurrence with an independent dataset. The most robust and reliable model revealed that fish absence was the major driving factor followed by the thickness of the sludge layer. We found that fish presence established alpine newt absence and that fishless ponds with a sludge layer of 15 cm or more were predicted to host no alpine newts. The latter provides quantitative information for decision makers. Moreover, our results indicated that the amount of sludge could be associated with eutrophication and erosion. Regarding management practices, it is advised to assure the absence of fish and reduce sludge accumulation in ponds designated for the conservation of alpine newts, for example by designing temporary ponds not fed through fish-containing surface waters. Furthermore, we recommend to install buffer strips around a pond to reduce nutrient and soil run-off from the terrestrial environment. © 2020 The Authors","Cited By :4 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Caudata,Agriculture | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Ichthyosaura alpestris",,
rayyan-330137860,Effects of habitat fragment size and isolation on the density and genetics of urban red-backed salamanders (Plethodon cinereus),2020,,,Urban Ecosystems,,23,4,761-773,"Wilk, A.J. and Donlon, K.C. and Peterman, W.E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081582680&doi=10.1007%2fs11252-020-00958-8&partnerID=40&md5=bea75c8b26295fc99c107c853ec5428f,,,,"Urban expansion is creating environmental stressors through land use change, habitat fragmentation, and habitat loss. These stressors, along with a host of others, are driving precipitous declines in vertebrate taxa around the world. Amphibians, often requiring a narrow range of environmental conditions, can be especially susceptible to the stressors of environmental change. Despite habitat loss and degradation, some amphibian species continue to persist in altered urban landscapes. The red-backed salamander (Plethodon cinereus) is one such- species and in this study, we assess how habitat patch size affects population density and genetic diversity of salamander populations in and around an urban center in Ohio, United States. Further, we examined patterns of genetic differentiation and landscape connectivity to understand gene flow between populations and tested for historic demographic bottleneck effects. Populations were sampled from 9 urban forest patches ranging in size from less than 1 ha to approximately 250 ha. There was no apparent effect of contiguous habitat patch size on salamander density nor genetic diversity, but we did observe significant genetic differentiation between 97% of pairwise population comparisons. The differentiation observed was not a result of overland distance or effective distance due to landscape resistance. There was evidence of historic bottlenecks at every site. These results suggest that density is driven by within-patch heterogeneity and that genetic diversity is affected by drivers other than patch size or contemporary population density. Our study demonstrates that red-backed salamanders can persist in wooded, urban parks, but that genetic diversity remains susceptible to demographic changes. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.","Cited By :5 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Caudata,Urbanisation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Plethodon cinereus",,
rayyan-330137861,"Hotspots of stream tadpole diversity in forest and agricultural landscapes in Ranomafana, Madagascar",2020,,,Landscape and Ecological Engineering,,16,3,207-221,"Ramamonjisoa, N. and Sakai, M. and Ndriantsoa, S.H. and Kakehashi, R. and Kurabayashi, A. and Tomaru, N. and Natuhara, Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078747428&doi=10.1007%2fs11355-020-00407-w&partnerID=40&md5=55f78e5b5fe593c3383fe772c356c312,,,,"Logging and human-induced conversion of natural forests into agricultural areas are major drivers of biodiversity loss in the tropics. Anuran larvae can be highly diverse, can reach high biomass and can play important roles in tropical streams; yet, compared to the adult frog communities, relatively little is known about how larval communities respond to disturbance. Information on larvae is highly relevant for amphibian conservation because larvae represent direct evidence of breeding and thus provide a good indicator of species persistence in disturbed habitats. We studied tadpole assemblages in Ranomafana, southeastern part of Madagascar, in streams in a disturbed forest (previously logged forest), at “forest edge” (streams embedded in matrix nearby forest blocks), and compared these to communities in a primary forest. We sampled tadpoles at the microhabitat level (“pools” and “riffles”) in 9 streams. We recorded 27 species with a maximum of 17 species/stream recorded at edge. The three habitats harbored different assemblages, but, as could be expected, more similarities existed among forest habitats than between forest and non-forest habitats. The most and the least diverse communities were recorded at edge and in the disturbed forest, respectively. Assemblages were dominated by one generalist species, and changes in communities were mostly driven by changes in forest specialists, which either decreased in disturbed forest or were replaced by edge specialists outside forest. Although species richness varied, relative abundances were maintained among habitats, suggesting potential compensatory mechanisms in tadpole biomass. Community structure changed at the microhabitat level: pool environments usually harbored relatively higher species richness and abundance than riffles. Our study highlights the relevance of edge habitats for maintaining amphibian diversity and the pronounced negative effects of past logging activities on tadpole communities. Given the diverse roles of tadpoles in streams, changes in community structure potentially affect critical stream ecosystem processes. The study has strong implications for designing buffer zones around protected areas. © 2020, International Consortium of Landscape and Ecological Engineering.","Cited By :1 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Agriculture | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Multiple species",,
rayyan-330137862,Adrift on a sea of troubles: Can amphibians survive in a human-dominated world?,2020,,,Herpetologica,,76,2,251-256,"Ford, J. and Hunt, D.A.G.A. and Haines, G.E. and Lewis, M. and Lewis, Y. and Green, D.M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087965580&doi=10.1655%2f0018-0831-76.2.251&partnerID=40&md5=264d676f8d154ac19b2f62c9ce8526e6,,,,"The calamity of amphibian population declines has preoccupied the thoughts of many amphibian biologists for the past 30 yr. Because amphibians provide multiple essential ecosystem services at all life stages, the threats associated with their decline are likely also to be multiple and interconnected. No single cause has yet explained all amphibian declines; one potential threat after another has been investigated in isolation and found to explain only a piece of a larger puzzle. A more holistic, synergistic approach is needed to understand how, and when, normally tolerated environmental influences might exceed the capacities of amphibian populations to cope either phenotypically or evolutionarily. Ultimately, the factors generally implicated in amphibian declines are all secondary to habitat loss and degradation caused by human activity. Because the roots of this problem are cultural and economic, the solutions do not lie solely within the realm of science but instead require political and societal action. © 2020 by The Herpetologists' League, Inc.","Cited By :4 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Amphibia,Fragmentation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Multiple species",,
rayyan-330137863,"Influence of land-use/land-cover change on landscape connectivity for an endemic threatened amphibian (Argenteohyla siemersi pederseni, Anura: Hylidae)",2020,,,Landscape Ecology,,35,6,1481-1494,"Schivo, F. and Mateo-Sánchez, M.C. and Bauni, V. and Quintana, R.D.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085328923&doi=10.1007%2fs10980-020-01031-7&partnerID=40&md5=879fe1e70fb086921f2bda58e4df97b1,,,,"Context: Modifications in natural landcover generally result in a loss of habitat availability for wildlife and it’s persistence will depend largely on their spatial configuration and functional connections. Argenteohyla siemersi is a threatened and endemic amphibian whose habitat is composed of forest patches near rivers and water bodies edges. Objectives: This study aimed to analyse the accessible habitat for this species and identify key elements to maintain its ecological network in two different types of land uses: an anthropized area with extensive cattle raising and a protected area. Methods: The structural and functional characteristics of both landscapes were analyzed. The connectivity at landscape level and the contribution of each habitat patch were evaluated through simulation models with different dispersion distances in the context of the graph theory. Results: In both landscapes, nine types of landcover were identified with different compositions. Remarkable differences were found in habitat connectivity for this amphibian species between both landscapes. As the percentage of dispersion distance increases, reachable habitat increases as well, although with higher percentages in the protected area. Two corridors were identified in the protected landscape and one in the rangeland one; patches and key links constituted all of them. Conclusions: The present work provides spatially explicit results with a quantitative basis. It could be useful as a tool for the development of management plans aimed at guaranteeing the functionality of the ecological network for this endangered species and, therefore, contribute to its long-term conservation. © 2020, Springer Nature B.V.","Cited By :7 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Fragmentation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Argenteohyla siemersi",,
rayyan-330137864,Temporary pond loss as a result of pasture abandonment: exploring the social-ecological drivers and consequences for amphibians,2020,,,Journal for Nature Conservation,,55,,,"Erős, N. and Maloș, C.V. and Horváth, C. and Hartel, T.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084342506&doi=10.1016%2fj.jnc.2020.125836&partnerID=40&md5=5059984bb0a76d43731a485bc3a4de85,,,,"Amphibian conservation in farming landscapes can be advanced through understanding of the social and ecological contexts. There are very few studies which combines habitat use studies on amphibians with socio-economic drivers of land use change. The goals of this study are: (i) to document the temporary pond loss in a traditional pasture due to land abandonment (period of 2009-2018 and 2019), (ii) to explore the influence of shrub encroachment on the formation of temporary ponds, (iii) to document changes in amphibian species assemblages in the temporary ponds and (iv) to explore the socio-economic and environmental drivers of abandonment. The results show a dramatic increase of shrub cover in the study area as a result of land abandonment. The formation of temporary ponds was negatively influenced by the increase of shrub cover in the vicinity of ponds. The loss of temporary ponds had significant negative influence on the amphibian species assemblages in the remaining temporary ponds. The social component of the research highlights a social-ecological feedback consisting of village depopulation, incorrect interpretation of nature protection law by officials, shrub encroachment caused by the abandonment of grazing and the loss of local's motivations to restart traditional grazing due to the excessive shrub encroachment. A strong cooperation between farmers and conservation scientists can provide multiple benefits including conservation management of habitats, develop strategies for high nature value farming and tightening social-ecological links between locals and their pasture. We urge the implementation of holistic (social-ecological) research on amphibian conservation in traditional farming landscapes. © 2020 Elsevier GmbH","Cited By :2 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Amphibia,Agriculture | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Multiple species",,
rayyan-330137865,Landscape genetics of northern crested newt Triturus cristatus populations in a contrasting natural and human-impacted boreal forest,2020,,,Conservation Genetics,,21,3,515-530,"Haugen, H. and Linløkken, A. and Østbye, K. and Heggenes, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083850090&doi=10.1007%2fs10592-020-01266-6&partnerID=40&md5=7ece390497e825960acff9e6b207b593,,,,"Among vertebrates, amphibians currently have the highest proportion of threatened species worldwide, mainly through loss of habitat, leading to increased population isolation. Smaller amphibian populations may lose more genetic diversity, and become more dependent on immigration for survival. Investigations of landscape factors and patterns mediating migration and population genetic differentiation are fundamental for knowledge-based conservation. The pond-breeding northern crested newt (Triturus cristatus) populations are decreasing throughout Europe, and are a conservation concern. Using microsatellites, we studied the genetic structure of the northern crested newt in a boreal forest ecosystem containing two contrasting landscapes, one subject to recent change and habitat loss by clear-cutting and roadbuilding, and one with little anthropogenic disturbance. Newts from 12 breeding ponds were analyzed for 13 microsatellites and 7 landscape and spatial variables. With a Maximum-likelihood population-effects model we investigated important landscape factors potentially explaining genetic patterns. Results indicate that intervening landscape factors between breeding ponds, explain the genetic differentiation in addition to an isolation-by-distance effect. Geographic distance, gravel roads, and south/south-west facing slopes reduced landscape permeability and increased genetic differentiation for these newts. The effect was opposite for streams, presumably being more favorable for newt dispersal. Populations within or bordering on old growth forest had a higher allelic richness than populations in managed forest outside these areas. Old growth forest areas may be important source habitats in the conservation of northern crested newt populations. © 2020, The Author(s).","Cited By :6 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Caudata,Deforestation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Triturus cristatus",,
rayyan-330137866,The influence of matrix type in the relationship between patch size and amphibia richness: A global Meta-Analysis,2020,,,Acta Oecologica,,105,,,"Motta-Tavares, T. and Rocha, C.F.D. and Anjos, L.D.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084266824&doi=10.1016%2fj.actao.2020.103577&partnerID=40&md5=386033884f36ed8f023832c74a6544e4,,,,"The species-area relationship (SAR) is one of the main topics debated in ecology. Amphibians are highly sensitive to habitat loss and fragmentation, due to their traits and reproductive requirements. In the present study, we developed a meta-analysis to address a mean effect size to SAR regarding forest amphibians in man-made fragmented landscapes, and tested the influence of seven in-study and landscape variables that may affect this relationship globally. We conducted a search using the Preferred Reporting Items for Systematic Reviews and Meta-Analysis (PRISMA) protocol and calculated an effect size for each one of the 28 studies elected by our criteria. There is a positive relationship between amphibia richness and patch area, with a mean effect size of 0.68 and high heterogeneity among studies. The meta-regressions showed that only the matrix type surrounding the patches affected the variance between studies, explaining 46%. Clear cut was the matrix with the highest effect size, followed by silviculture, but both had a low representation of studies. Agriculture, grazing and urban matrices had a significant influence on patch area and the species richness relationship, but with distinct mean effects sizes and variances between-studies. The matrix type around the remnants may substantially affect results and interpretation of the SAR, possibly due to the varying capacity of amphibia species to cross and inhabit each matrix type. If possible, SAR should be compared within a context of multiple landscapes, and not only with a patch-focused and local approach. © 2020 Elsevier Masson SAS","Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Amphibia,Fragmentation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Multiple species",,
rayyan-330137867,Habitat modification effects on anuran food webs in the Colombian tropical dry forest,2020,,,Food Webs,,22,,,"Blanco-Torres, A. and Bonilla, M.A. and Cagnolo, L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075788049&doi=10.1016%2fj.fooweb.2019.e00133&partnerID=40&md5=49ba1846bd7b1fa75f69a2df898ca6da,,,,"Habitat loss and transformation are major threats to biodiversity and ecosystem functioning, but their effects on species interaction are often poorly understood. We evaluated effects of habitat transformation and seasonality on anuran-prey food webs in Colombian dry-forests. We asked whether anthropic transformation (anthropic vs natural) and/or seasonality (dry, minor and major rain seasons) affect predator load on arthropods, the occurrence of energetic bottlenecks, and the diet overlap of anurans. We selected six dry forest sites in the Caribbean of Colombia, sampled anurans, and identified their stomach contents to construct anuran-prey food webs. We show that the global structure of food webs was affected by disturbance and seasonality, but not by their interaction. Prey vulnerability was higher in anthropic habitats. Habitat transformation enhanced diet overlap among predators, but there was not a differential effect of habitat type according to seasonality for network metrics. Our study shows a strong effect of natural vegetation modification in tropical dry forest on anuran-prey food webs, while seasonality did not seem to further mediate these effects. © 2019 Elsevier Inc.","Cited By :2 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Deforestation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Multiple species",,
rayyan-330137869,Changes in land use affect anuran helminths in the South Brazilian grasslands,2020,,,Journal of Helminthology,,,,,"Portela, A.A.B. and Dos Santos, T.G. and Dos Anjos, L.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094823927&doi=10.1017%2fS0022149X20000905&partnerID=40&md5=a99cc99e257fc7aca58b9ea3d58db85e,,,,"Degradation and habitat loss of natural grasslands in Southern Brazil has a negative impact on native organisms, potentially including the composition of anuran helminth communities. Here, we characterized the richness, abundance, taxonomic composition, prevalence and intensity of helminth infection in four anuran species. Host anurans were collected in 34 ponds (19 in native grasslands with livestock and 15 in agricultural cultivation) from the highland grasslands in the Brazilian states of Santa Catarina and Paraná. Our results showed a significant difference between native grasslands with livestock and agricultural cultivation regarding the structure of helminth communities for the hosts Aplastodiscus perviridis and Pseudis cardosoi. We also found a greater prevalence and intensity of infection in anurans in areas of agricultural cultivation than in native grasslands with livestock. We found that the environmental descriptors (local and landscape) seem to explain most of the differences in anuran parasitism recorded between native grasslands with livestock and agricultural areas. Thus, we emphasized that the loss of grassy habitat due to conversion to agricultural cultivation can alter helminth communities in anurans, with further work needed to understand the mechanisms involved. Copyright © The Author(s), 2020. Published by Cambridge University Press.","Cited By :1 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Agriculture | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Pseudis cardosoi,Aplastodiscus perviridis",,
rayyan-330137870,"Distribution, habitat suitability, conservation state and natural history of endangered salamander Bolitoglossa pandi",2020,,,PeerJ,,8,,,"Angarita-Sierra, T. and Argenis Bonilla-Gómez, M. and Sánchez, D.A. and Acosta-Galvis, A.R. and Medina-Ovalle, H. and Solano-Moreno, A. and Ulloa-Rengifo, S. and Guevara-Guevara, D. and Torres-Ramirez, J.J. and Curaca-Fierro, S. and Cabrera-Amaya, D.M. and Infante-Betancour, J.A. and Londoño-Montaño, L.F. and Albarán-Montoya, D.X. and Peña-Baez, L.R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092360378&doi=10.7717%2fpeerj.9901&partnerID=40&md5=b7cc9d70efe9f953e7f3428cac40202c,,,,"Background. Pandi's mushroom-tongue salamander (Bolitoglossa pandi) is one of the threatened amphibians in South America, as well as a flagship species for the Colombian conservation agenda. This species is endemic to the Andean cloud forests of the western slope of the Cordillera Oriental of Colombia, occurring only in the department of Cundinamarca within a narrow elevational range. At night, B. pandi can be seen perching on the upper side of leaves at heights ranging from ground level to 2.5 m. During the day, it can be found under leaf litter or cover objects. Few studies have provided relevant information that can help the Colombian government to formulate lines of action for the conservation of this species; consequently, its threat assessments so far have been based on very limited information. Methods. We conducted surveys for salamanders in four municipalities of Cundinamarca, Colombia, using two approaches: visual encounter surveys (Guaduas and Villeta) and the basic sampling protocol for single-species occupancy modeling (Supatá and Venecia). Multivariate analyses were employed to explore the correlation between habitat structure and natural history traits, abundance, and detection/non-detection of B. pandi. We evaluated the B. pandi activity pattern through kernel density curves for each sampling occasion and explored the variability of salamander abundance during their activity period by performing a nested ANOVA. Results. We report the discovery of two new populations of B. pandi, which represent the most northwestern records known. A significant correlation between body length, body mass, and habitat structure was observed. Multivariate analyses indicated that leaf litter depth, mean temperature, percent vegetation cover, and altitude were the habitat variables that together explained 60.3% of the B. pandi abundance variability, as well as the main determinants of its optimal habitat. Bolitoglossa pandi exhibits an activity pattern characterized by two main activity peaks, in which niche time-partitioning was observed. Across the surveyed area, we found a healthy, stable, highly dense population of B. pandi (&gt;1,300 individuals), with seasonal variability between development stages. Discussion. Given the high habitat specificity of B. pandi, the species is highly vulnerable to local changes. Thus, we recommend that B. pandi be retained as Endangered (EN) on the IUCN Red List, based on the IUCN Criterion B, given its restricted extent of occurrence (ca. 2,500 km2) and the ongoing threats from agriculture, cattle ranching, logging, and urban development, which continue to reduce its suitable habitat. Copyright © 2020 Angarita-Sierra et al.","Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Caudata,Deforestation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Bolitoglossa pandi",,
rayyan-330137871,Land use impacts poison frog chemical defenses through changes in leaf litter ant communities,2020,,,Neotropical Biodiversity,,6,1,lxxv-lxxxvii,"Moskowitz, N.A. and Dorritie, B. and Fay, T. and Nieves, O.C. and Vidoudez, C. and 2017 Biology Class, C.R.A.L. and 2017 Biotechnology Class, M. and Fischer, E.K. and Trauger, S.A. and Coloma, L.A. and Donoso, D.A. and O’Connell, L.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083499043&doi=10.1080%2f23766808.2020.1744957&partnerID=40&md5=3dc902e7b121d12083fcb93ec12baff0,,,,"Much of the world’s biodiversity is held within tropical rainforests, which are increasingly fragmented by agricultural practices. In these threatened landscapes, there are many organisms that acquire chemical defenses from their diet and are therefore intimately connected with their local food webs. Poison frogs (Family Dendrobatidae) are one such example, as they acquire alkaloid-based chemical defenses from their diet of leaf litter ants and mites. It is currently unknown how habitat fragmentation impacts chemical defense across trophic levels, from arthropods to frogs. We examined the chemical defenses and diet of the Diablito poison frog (Oophaga sylvatica), and the diversity of their leaf litter ant communities in secondary forest and reclaimed cattle pasture. Notably, this research was performed in collaboration with two high school science classrooms. We found that the leaf litter of forest and pasture frog habitats differed significantly in ant community structure. We also found that forest and pasture frogs differed significantly in diet and alkaloid profiles, where forest frogs contained more of specific alkaloids and ate more ants in both number and volume. Finally, ant species composition of frog diets resembled the surrounding leaf litter, but diets were less variable. This suggests that frogs tend to consume particular ant species within each habitat. To better understand how ants contribute to the alkaloid chemical profiles of frogs, we chemically profiled several ant species and found some alkaloids to be common across many ant species while others are restricted to a few species. At least one alkaloid (223H) found in ants from disturbed sites was also found in skins from pasture frogs. Our experiments are the first to link anthropogenic land use changes to dendrobatid poison frog chemical defenses through variation in leaf litter communities, which has implications for conservation management of these threatened amphibians. © 2020, © 2020 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","Cited By :5 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Agriculture | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Oophaga sylvatica",,
rayyan-330137872,"The diet of a forest-dependent frog species, Odorrana morafkai (Anura: Ranidae), in relation to habitat disturbance",2020,,,Amphibia Reptilia,,41,1,29-41,"Le, D.T.T. and Rowley, J.J.L. and Tran, D.T.A. and Hoang, H.D.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079268726&doi=10.1163%2f15685381-20191171&partnerID=40&md5=a7f07f0530134cd73db1811ec8dfd665,,,,"While deforestation is one of the greatest drivers of biodiversity loss, our understanding of the effects of habitat modification on species is limited. We investigated the diet of a forest-dwelling frog species, Morafka's frog (Odorrana morafkai), in a highland forest in Vietnam in relation to habitat disturbance, sex and season. We surveyed the species at 45 sites in forest of varying disturbance and examined its diet using stomach flushing, estimating prey availability via trapping. We detected significantly fewer O. morafkai in highly disturbed habitats compared to moderately disturbed or non-disturbed habitats. We revealed that O. morafkai is a dietary generalist, identifying 28 prey types, primarily invertebrates. Prey composition, the number of prey items per stomach and prey volume per stomach did not vary between disturbance levels. Diet did not vary significantly between sexes, except that females had a higher prey volume. Prey composition in the species varied between seasons, with Coleoptera and Orthoptera dominating the diet in the rainy season and Lepidoptera in the dry season. The number of prey items per stomach and prey volume were significantly higher in the rainy season. There was a significant correlation between prey availability and diet composition. The low number of O. morafkai detected in highly disturbed habitats suggests that this habitat may not be optimal for the species, despite having a generalist feeding strategy and presumed high mobility. This study provides a window into the impact of an increasing threat, habitat disturbance, on forest-dependent amphibian species. © 2020 by Koninklijke Brill NV, Leiden, The Netherlands.","Cited By :3 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Deforestation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Odorrana morafkai",,
rayyan-330137873,Species-specific responses to wetland mitigation among amphibians in the Greater Yellowstone Ecosystem,2020,,,Restoration Ecology,,28,1,206-214,"Swartz, L.K. and Lowe, W.H. and Muths, E.L. and Hossack, B.R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074631809&doi=10.1111%2frec.13031&partnerID=40&md5=980a89308efc1c04d79088ac73506637,,,,"Habitat loss and degradation are leading causes of biodiversity declines, therefore assessing the capacity of created mitigation wetlands to replace habitat for wildlife has become a management priority. We used single season occupancy models to compare the occurrence of larvae of four species of pond-breeding amphibians in wetlands created for mitigation, wetlands impacted by road construction, and unimpacted reference wetlands along a highway corridor in the Greater Yellowstone Ecosystem, United States. Created wetlands were shallow and had less aquatic vegetation and surface area than impacted and reference wetlands. Occupancy of barred tiger salamander (Ambystoma mavortium) and boreal chorus frog (Pseudacris maculata) larvae was similar across wetland types, whereas boreal toads (Anaxyrus boreas) occurred more often in created wetlands than reference and impacted wetlands. However, the majority of created wetlands (>80%) dried partially or completely before amphibian metamorphosis occurred in both years of our study, resulting in heavy mortality of larvae and, we suspect, little to no recruitment. Columbia spotted frogs (Rana luteiventris), which require emergent vegetation that is not common in newly created wetlands, occurred commonly in impacted and reference wetlands but were found in only one created wetland. Our results show that shallow created wetlands with little aquatic vegetation may be attractive breeding areas for some amphibians, but may result in high mortality and little recruitment if they fail to hold water for the entire larval period. © 2019 Society for Ecological Restoration","Cited By :9 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura & Caudata,Modified Waterbodies | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anaxyrus boreas,Rana luteiventris,Ambystoma mavortium,Pseudacris maculata",,
