assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
53979791,59288,Ixalotriton parvus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Ixalotriton,parvus,,,,"(Lynch &amp; Wake, 1989)",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
53979925,59289,Pseudoeurycea lineola,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,lineola,,,,"(Cope, 1865)",Endangered,B1ab(iii),3.1,Decreasing,Global
53980255,59304,Nyctanolis pernix,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Nyctanolis,pernix,,,,"Elias &amp; Wake, 1983",Vulnerable,B1ab(iii),3.1,Decreasing,Global
53980370,59312,Oedipina elongata,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Oedipina,elongata,,,,"(Schmidt, 1936)",Least Concern,,3.1,Decreasing,Global
53980508,59328,Parvimolge townsendi,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Parvimolge,townsendi,,,,"(Dunn, 1922)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
53980645,59365,Pseudoeurycea ahuitzotl,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,ahuitzotl,,,,"Adler, 1996",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
53980862,59367,Pseudoeurycea amuzga,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,amuzga,,,,"Pérez-Ramos &amp; Saldaña-de la Riva, 2003",Endangered,B1ab(iii),3.1,Decreasing,Global
53981096,59369,Pseudoeurycea aquatica,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,aquatica,,,,"Wake &amp; Campbell, 2001",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
53981344,89185854,Isthmura bellii,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Isthmura,bellii,,,,"(Gray, 1850)",Least Concern,,3.1,Unknown,Global
53981532,59372,Pseudoeurycea brunnata,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,brunnata,,,,"Bumzahem &amp; Smith, 1955",Critically Endangered,D,3.1,Decreasing,Global
53981674,59374,Pseudoeurycea cochranae,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,cochranae,,,,"(Taylor, 1943)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
53981822,59375,Pseudoeurycea conanti,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,conanti,,,,"Bogert, 1967",Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
53981942,59377,Pseudoeurycea firscheini,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,firscheini,,,,"Shannon &amp; Werler, 1955",Endangered,B1ab(iii),3.1,Decreasing,Global
53982043,59378,Pseudoeurycea gadovii,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,gadovii,,,,"(Dunn, 1926)",Vulnerable,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
53982166,59379,Aquiloeurycea galeanae,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Aquiloeurycea,galeanae,,,,"(Taylor, 1941)",Vulnerable,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
53982283,59380,Isthmura gigantea,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Isthmura,gigantea,,,,"(Taylor, 1939)",Endangered,A4ace,3.1,Decreasing,Global
53982437,59381,Pseudoeurycea goebeli,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,goebeli,,,,"(Schmidt, 1936)",Critically Endangered,"B1ab(iii,v); C2a(ii)",3.1,Decreasing,Global
53982579,59382,Pseudoeurycea juarezi,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,juarezi,,,,"Regal, 1966",Endangered,B1ab(iii),3.1,Decreasing,Global
53982716,59383,Pseudoeurycea leprosa,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,leprosa,,,,"(Cope, 1869)",Least Concern,,3.1,Decreasing,Global
53982860,59384,Pseudoeurycea longicauda,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,longicauda,,,,"Lynch, Wake &amp; Yang, 1983",Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
53982955,59385,Pseudoeurycea lynchi,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,lynchi,,,,"Parra-Olea, Papenfuss &amp; Wake, 2001",Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
53983101,59386,Pseudoeurycea melanomolga,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,melanomolga,,,,"(Taylor, 1941)",Endangered,B1ab(iii),3.1,Decreasing,Global
53983218,59387,Pseudoeurycea mixcoatl,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,mixcoatl,,,,"Adler, 1996",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
53983792,59392,Pseudoeurycea rex,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,rex,,,,"(Dunn, 1921)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
53983925,59393,Pseudoeurycea robertsi,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,robertsi,,,,"(Taylor, 1939)",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
53984040,59394,Pseudoeurycea ruficauda,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,ruficauda,,,,"Parra-Olea, García-París, Hanken &amp; Wake, 2004",Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
53984131,59395,Pseudoeurycea saltator,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,saltator,,,,"Lynch &amp; Wake, 1989",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
53984265,59396,Aquiloeurycea scandens,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Aquiloeurycea,scandens,,,,"(Walker, 1955)",Least Concern,,3.1,Stable,Global
53984367,59397,Pseudoeurycea smithi,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,smithi,,,,"(Taylor, 1939)",Critically Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
53984506,59398,Pseudoeurycea tenchalli,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,tenchalli,,,,"Adler, 1996",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
53984609,59399,Pseudoeurycea teotepec,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,teotepec,,,,"Adler, 1996",Critically Endangered,D,3.1,Decreasing,Global
53984737,59400,Pseudoeurycea tlahcuiloh,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,tlahcuiloh,,,,"Adler, 1996",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
53984855,59401,Pseudoeurycea unguidentis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,unguidentis,,,,"(Taylor, 1941)",Critically Endangered,D,3.1,Decreasing,Global
53985003,59402,Pseudoeurycea werleri,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,werleri,,,,"Darling &amp; Smith, 1954",Endangered,B2ab(iii),3.1,Unknown,Global
53985124,59407,Thorius arboreus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Thorius,arboreus,,,,"Hanken &amp; Wake, 1994",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
53985236,59408,Thorius aureus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Thorius,aureus,,,,"Hanken &amp; Wake, 1994",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
53985352,59409,Thorius boreas,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Thorius,boreas,,,,"Hanken &amp; Wake, 1994",Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
53985455,59410,Thorius dubitus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Thorius,dubitus,,,,"Taylor, 1941",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
53985572,59411,Thorius grandis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Thorius,grandis,,,,"Hanken, Wake &amp; Freeman, 1999",Critically Endangered,B1ab(iii),3.1,Stable,Global
53985683,59412,Thorius infernalis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Thorius,infernalis,,,,"Hanken, Wake &amp; Freeman, 1999",Critically Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
53985913,59414,Thorius lunaris,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Thorius,lunaris,,,,"Hanken &amp; Wake, 1998",Critically Endangered,"B1ab(iii,v); C2a(ii)",3.1,Decreasing,Global
53986035,59415,Thorius macdougalli,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Thorius,macdougalli,,,,"Taylor, 1949",Endangered,B1ab(iii),3.1,Decreasing,Global
53986134,59416,Thorius magnipes,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Thorius,magnipes,,,,"Hanken &amp; Wake, 1998",Critically Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
53986265,59417,Thorius minutissimus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Thorius,minutissimus,,,,"Taylor, 1949",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
53986401,59418,Thorius minydemus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Thorius,minydemus,,,,"Hanken &amp; Wake, 1998",Endangered,B1ab(iii),3.1,Decreasing,Global
53986553,59419,Thorius munificus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Thorius,munificus,,,,"Hanken &amp; Wake, 1998",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
53986703,59420,Thorius narismagnus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Thorius,narismagnus,,,,"Shannon &amp; Werler, 1955",Critically Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
53986841,59421,Thorius narisovalis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Thorius,narisovalis,,,,"Taylor, 1939",Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
53986979,59422,Thorius omiltemi,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Thorius,omiltemi,,,,"Hanken, Wake &amp; Freeman, 1999",Endangered,B1ab(iii),3.1,Decreasing,Global
53987201,59424,Thorius pennatulus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Thorius,pennatulus,,,,"Cope, 1869",Endangered,B1ab(iii),3.1,Decreasing,Global
53987351,59425,Thorius pulmonaris,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Thorius,pulmonaris,,,,"Taylor, 1940",Critically Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
53987477,87633164,Thorius schmidti,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Thorius,schmidti,,,,"Gehlbach, 1959",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
53987596,59427,Thorius smithi,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Thorius,smithi,,,,"Hanken &amp; Wake, 1994",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
53987731,59428,Thorius spilogaster,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Thorius,spilogaster,,,,"Hanken &amp; Wake, 1998",Critically Endangered,"B1ab(iii,v); C2a(ii)",3.1,Decreasing,Global
53987870,59429,Thorius troglodytes,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Thorius,troglodytes,,,,"Taylor, 1941",Endangered,"B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global
53988419,59545,Dermophis mexicanus,ANIMALIA,CHORDATA,GYMNOPHIONA,AMPHIBIA,DERMOPHIIDAE,Dermophis,mexicanus,,,,"(Duméril &amp; Bibron, 1841)",Least Concern,,3.1,Decreasing,Global
53988584,59546,Dermophis oaxacae,ANIMALIA,CHORDATA,GYMNOPHIONA,AMPHIBIA,DERMOPHIIDAE,Dermophis,oaxacae,,,,"(Mertens, 1930)",Least Concern,,3.1,Stable,Global
53988727,61751,Incilius cycladen,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Incilius,cycladen,,,,"(Lynch &amp; Smith, 1966)",Vulnerable,"B1ab(iii,v)",3.1,Decreasing,Global
53988822,61755,Incilius pisinnus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Incilius,pisinnus,,,,"(Mendelson, Williams, Sheil &amp; Mulcahy, 2005)",Endangered,B1ab(iii),3.1,Decreasing,Global
53989037,61872,Lithobates lemosespinali,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Lithobates,lemosespinali,,,,"(Smith &amp; Chiszar, 2003)",Data Deficient,,3.1,Unknown,Global
53989130,61893,Ambystoma silvense,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,AMBYSTOMATIDAE,Ambystoma,silvense,,,,"(Webb, 2004)",Data Deficient,,3.1,Unknown,Global
53989244,61906,Isthmura boneti,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Isthmura,boneti,,,,"(Alvarez &amp; Martín, 1967)",Endangered,B1ab(iii),3.1,Decreasing,Global
53989368,61907,Isthmura maxima,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Isthmura,maxima,,,,"(Parra-Olea, García-París, Papenfuss &amp; Wake, 2005)",Endangered,B2ab(iii),3.1,Unknown,Global
53989460,61908,Pseudoeurycea mixteca,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,mixteca,,,,"Canseco-Márquez &amp; Gutiérrez-Mayén, 2005",Vulnerable,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
53989532,61909,Pseudoeurycea obesa,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,obesa,,,,"Parra-Olea, García-París, Hanken &amp; Wake, 2005",Critically Endangered,B1ab(iii),3.1,Unknown,Global
53989722,61911,Aquiloeurycea quetzalanensis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Aquiloeurycea,quetzalanensis,,,,"(Parra-Olea, Canseco-Márquez &amp; García-París, 2004)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
53989811,61912,Pseudoeurycea tlilicxitl,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Pseudoeurycea,tlilicxitl,,,,"Lara-Góngora, 2003",Endangered,B1ab(iii),3.1,Unknown,Global
53989893,135849,Sarcohyla miahuatlanensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Sarcohyla,miahuatlanensis,,,,"(Meik, Smith, Canseco-Márquez &amp; Campbell, 2006)",Data Deficient,,3.1,Unknown,Global
53990245,51147507,Aquiloeurycea cafetalera,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Aquiloeurycea,cafetalera,,,,"(Parra-Olea, Rovito, Márquez-Valdelmar, Cruz, Murrieta-Galindo &amp; Wake, 2010)",Vulnerable,B1ab(iii),3.1,Stable,Global
53990250,59373,Aquiloeurycea cephalica,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Aquiloeurycea,cephalica,,,,"(Cope, 1865)",Least Concern,,3.1,Decreasing,Global
54032034,48109439,Quasipaa acanthophora,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DICROGLOSSIDAE,Quasipaa,acanthophora,,,,"Dubois &amp; Ohler, 2009",Vulnerable,B1ab(iii),3.1,Decreasing,Global
54312743,54312717,Odorrana macrotympana,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Odorrana,macrotympana,,,,"(Yang, 2008)",Data Deficient,,3.1,Unknown,Global
54314695,54314689,Odorrana yizhangensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Odorrana,yizhangensis,,,,"Fei, Ye &amp; Jiang, 2007",Least Concern,,3.1,Unknown,Global
54315857,54315247,Odorrana zhaoi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Odorrana,zhaoi,,,,"Li, Lu &amp; Rao, 2008",Least Concern,,3.1,Stable,Global
54340637,54497,Atelopus certus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Atelopus,certus,,,,"Barbour, 1923",Critically Endangered,A3ce,3.1,Decreasing,Global
54340769,54498,Atelopus chiriquiensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Atelopus,chiriquiensis,,,,"Shreve, 1936",Extinct,,3.1,,Global
54340943,54520,Atelopus limosus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Atelopus,limosus,,,,"Ibáñez, Jaramillo &amp; Solís, 1995",Critically Endangered,A4ce,3.1,Decreasing,Global
54341110,54563,Atelopus zeteki,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Atelopus,zeteki,,,,"Dunn, 1933",Critically Endangered,A2acde; D,3.1,Decreasing,Global
54341367,54565,Rhinella acutirostris,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Rhinella,acutirostris,,,,"(Spix, 1824)",Least Concern,,3.1,Unknown,Global
54341464,54614,Incilius coniferus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Incilius,coniferus,,,,"(Cope, 1862)",Least Concern,,3.1,Stable,Global
54341633,54635,Incilius fastidiosus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Incilius,fastidiosus,,,,"(Cope, 1875)",Critically Endangered,D,3.1,Decreasing,Global
54342130,55832080,Incilius peripatetes,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Incilius,peripatetes,,,,"(Savage, 1972)",Critically Endangered,D,3.1,Decreasing,Global
54342251,54803,Incilius epioticus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Incilius,epioticus,,,,"(Cope, 1875)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
54342343,54875,Rhinella acrolopha,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Rhinella,acrolopha,,,,"(Trueb, 1971)",Endangered,B1ab(iii),3.1,Decreasing,Global
54342487,78163669,Espadarana prosoblepon,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CENTROLENIDAE,Espadarana,prosoblepon,,,,"(Boettger, 1892)",Least Concern,,3.1,Stable,Global
54342657,54944,Sachatamia albomaculata,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CENTROLENIDAE,Sachatamia,albomaculata,,,,"(Taylor, 1949)",Least Concern,,3.1,Decreasing,Global
54342777,54996,Teratohyla spinosa,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CENTROLENIDAE,Teratohyla,spinosa,,,,"(Taylor, 1949)",Least Concern,,3.1,Stable,Global
54342927,55003,Hyalinobatrachium aureoguttatum,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CENTROLENIDAE,Hyalinobatrachium,aureoguttatum,,,,"(Barrera-Rodriguez &amp; Ruíz-Carranza, 1989)",Least Concern,,3.1,Stable,Global
54343182,55323729,Hyalinobatrachium colymbiphyllum,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CENTROLENIDAE,Hyalinobatrachium,colymbiphyllum,,,,"(Taylor, 1949)",Least Concern,,3.1,Stable,Global
54343369,152260202,Hyloxalus chocoensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DENDROBATIDAE,Hyloxalus,chocoensis,,,,"Boulenger, 1912",Endangered,B2ab(iii),3.1,Decreasing,Global
54343502,55082,Silverstoneia flotator,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DENDROBATIDAE,Silverstoneia,flotator,,,,"(Dunn, 1931)",Least Concern,,3.1,Decreasing,Global
54343676,55102,Colostethus latinasus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DENDROBATIDAE,Colostethus,latinasus,,,,"(Cope, 1863)",Critically Endangered,A2ae,3.1,Decreasing,Global
54343780,55125,Colostethus panamansis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DENDROBATIDAE,Colostethus,panamansis,,,,"(Dunn, 1933)",Least Concern,,3.1,Decreasing,Global
54343915,55135,Colostethus pratti,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DENDROBATIDAE,Colostethus,pratti,,,,"(Boulenger, 1899)",Least Concern,,3.1,Decreasing,Global
54344021,55155,Allobates talamancae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,AROMOBATIDAE,Allobates,talamancae,,,,"(Cope, 1875)",Least Concern,,3.1,Decreasing,Global
54344195,55173,Oophaga arborea,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DENDROBATIDAE,Oophaga,arborea,,,,"(Myers, Daly &amp; Martínez, 1984)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
54344337,55180,Andinobates claudiae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DENDROBATIDAE,Andinobates,claudiae,,,,"(Jungfer, Lötters &amp; Jörgens, 2000)",Data Deficient,,3.1,Unknown,Global
54344458,55184,Andinobates fulguritus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DENDROBATIDAE,Andinobates,fulguritus,,,,"(Silverstone, 1975)",Least Concern,,3.1,Decreasing,Global
54344581,55192,Andinobates minutus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DENDROBATIDAE,Andinobates,minutus,,,,"(Shreve, 1935)",Least Concern,,3.1,Decreasing,Global
54344718,55201,Oophaga speciosa,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DENDROBATIDAE,Oophaga,speciosa,,,,"(Schmidt, 1857)",Extinct,,3.1,,Global
54344862,55209,Oophaga vicentei,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DENDROBATIDAE,Oophaga,vicentei,,,,"(Jungfer, Weygoldt &amp; Juraske, 1996)",Endangered,"B1ab(iii,iv,v)",3.1,Decreasing,Global
54345011,55227,Epipedobates maculatus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DENDROBATIDAE,Epipedobates,maculatus,,,,"(Peters, 1873)",Data Deficient,,3.1,Unknown,Global
54345228,55314,Duellmanohyla uranochroa,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Duellmanohyla,uranochroa,,,,"(Cope, 1875)",Vulnerable,B1ab(iii),3.1,Increasing,Global
54345541,55347,Gastrotheca nicefori,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HEMIPHRACTIDAE,Gastrotheca,nicefori,,,,"Gaige, 1933",Least Concern,,3.1,Stable,Global
54345829,55390,Isthmohyla angustilineata,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Isthmohyla,angustilineata,,,,"(Taylor, 1952)",Critically Endangered,C2a(i),3.1,Decreasing,Global
54346121,55432,Isthmohyla calypsa,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Isthmohyla,calypsa,,,,"(Lips, 1996)",Critically Endangered,D,3.1,Unknown,Global
54346454,55462,Isthmohyla debilis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Isthmohyla,debilis,,,,"(Taylor, 1952)",Critically Endangered,C1,3.1,Decreasing,Global
54346613,55514,Isthmohyla infucata,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Isthmohyla,infucata,,,,"(Duellman, 2001)",Endangered,B1ab(iii),3.1,Unknown,Global
54346734,55529,Isthmohyla lancasteri,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Isthmohyla,lancasteri,,,,"(Barbour, 1928)",Least Concern,,3.1,Stable,Global
54346862,55561,Ecnomiohyla miliaria,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Ecnomiohyla,miliaria,,,,"(Cope, 1886)",Least Concern,,3.1,Decreasing,Global
54346997,55598,Dendropsophus phlebodes,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Dendropsophus,phlebodes,,,,"(Stejneger, 1906)",Least Concern,,3.1,Stable,Global
54347154,55616,Isthmohyla pseudopuma,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Isthmohyla,pseudopuma,,,,"(Günther, 1901)",Least Concern,,3.1,Decreasing,Global
54347281,55618,Boana pugnax,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Boana,pugnax,,,,"(Schmidt, 1857)",Least Concern,,3.1,Stable,Global
54347433,55636,Boana rufitela,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Boana,rufitela,,,,"(Fouquette, 1961)",Least Concern,,3.1,Stable,Global
54347546,55667,Dendropsophus subocularis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Dendropsophus,subocularis,,,,"(Dunn, 1934)",Least Concern,,3.1,Stable,Global
54347781,55675,Isthmohyla tica,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Isthmohyla,tica,,,,"(Starrett, 1966)",Critically Endangered,C2a(i),3.1,Decreasing,Global
54347928,55869,Phyllomedusa venusta,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,PHYLLOMEDUSIDAE,Phyllomedusa,venusta,,,,"Duellman &amp; Trueb, 1967",Least Concern,,3.1,Decreasing,Global
54348119,55925,Scinax altae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Scinax,altae,,,,"(Dunn, 1933)",Least Concern,,3.1,Stable,Global
54348271,55937,Scinax boulengeri,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Scinax,boulengeri,,,,"(Cope, 1887)",Least Concern,,3.1,Stable,Global
